2014年6月10日 0.13515	0	47220	20	47210	20	47210	7482	64062
2014年6月10日 0.135156	500	47220	20	47210	20	47210	7482	64062
2014年6月10日 0.135157	500	47220	20	47210	20	47210	7482	64062
2014年6月10日 0.135159	500	47220	18	47210	18	47210	7486	64066
2014年6月10日 0.135206	0	47220	33	47210	33	47220	7490	64070
2014年6月10日 0.135206	500	47220	25	47210	25	47220	7506	64086
2014年6月10日 0.135207	0	47220	46	47210	46	47220	7514	64094
2014年6月10日 0.135207	500	47220	3	47210	3	47220	7514	64094
2014年6月10日 0.135208	0	47240	4	47230	4	47230	7540	64120
2014年6月10日 0.135208	500	47240	18	47220	18	47230	7540	64120
2014年6月10日 0.135209	0	47240	18	47220	18	47230	7540	64120
2014年6月10日 0.135644	0	47240	13	47230	13	47220	7674	64252
2014年6月10日 0.135645	0	47240	13	47230	13	47220	7674	64252
2014年6月10日 0.135646	0	47240	13	47230	13	47220	7674	64252
2014年6月10日 0.135646	500	47240	11	47220	11	47220	7674	64252
2014年6月10日 0.135647	500	47240	18	47220	18	47220	7674	64252
2014年6月10日 0.135648	0	47240	10	47230	10	47220	7674	64252
2014年6月10日 0.135648	500	47240	8	47230	8	47220	7674	64252
2014年6月10日 0.135649	0	47240	13	47230	13	47220	7674	64252
2014年6月10日 0.135649	500	47240	13	47230	13	47220	7674	64252
2014年6月10日 0.13565	500	47240	12	47230	12	47220	7674	64252
2014年6月10日 0.135655	0	47240	12	47230	12	47220	7674	64252
2014年6月10日 0.135702	500	47240	7	47230	7	47220	7674	64252
2014年6月10日 0.135704	500	47240	12	47230	12	47220	7674	64252
2014年6月10日 0.135707	500	47240	19	47220	19	47220	7674	64252
2014年6月10日 0.135708	0	47240	19	47220	19	47220	7674	64252
2014年6月10日 0.135709	500	47240	19	47220	19	47220	7674	64252
2014年6月10日 0.135711	0	47240	18	47220	18	47220	7674	64252
2014年6月10日 0.135713	500	47230	13	47220	13	47220	7678	64256
2014年6月10日 0.135714	500	47230	2	47220	2	47220	7678	64256
2014年6月10日 0.135715	500	47230	14	47220	14	47220	7678	64256
2014年6月10日 0.135716	0	47220	1	47210	1	47220	7678	64256
2014年6月10日 0.135717	0	47220	1	47210	1	47220	7678	64256
2014年6月10日 0.135717	500	47230	16	47210	16	47220	7678	64256
2014年6月10日 0.135718	0	47220	1	47210	1	47220	7678	64256
2014年6月10日 0.135719	0	47220	16	47210	16	47220	7678	64256
2014年6月10日 0.135722	0	47220	15	47210	15	47220	7678	64256
2014年6月10日 0.135723	500	47220	7	47210	7	47220	7678	64256
2014年6月10日 0.135725	0	47220	8	47210	8	47220	7678	64256
2014年6月10日 0.135726	500	47220	8	47210	8	47220	7678	64256
2014年6月10日 0.135729	0	47220	15	47210	15	47220	7678	64256
2014年6月10日 0.135733	0	47230	16	47220	16	47220	7700	64278
2014年6月10日 0.135733	500	47230	1	47220	1	47220	7706	64284
2014年6月10日 0.135734	0	47230	4	47220	4	47220	7712	64290
2014年6月10日 0.135734	500	47220	1	47210	1	47220	7718	64296
2014年6月10日 0.135737	500	47220	25	47200	25	47220	7726	64304
2014年6月10日 0.135738	500	47220	1	47210	1	47220	7726	64304
2014年6月10日 0.135739	0	47220	65	47200	65	47220	7726	64304
2014年6月10日 0.135739	500	47220	1	47210	1	47220	7726	64304
2014年6月10日 0.13574	0	47220	1	47210	1	47220	7726	64304
2014年6月10日 0.13574	500	47220	65	47200	65	47220	7726	64304
2014年6月10日 0.135741	0	47220	21	47210	21	47220	7726	64304
