20140508 0.10343	0	4416	5000	4047	37	4043	214140	531414
20140508 0.103436	500	4416	5000	4048	47	4043	214140	531414
20140508 0.103438	500	4416	4999	4048	47	4416	214142	531414
20140508 0.103439	0	4416	4994	4048	47	4416	214152	531424
20140508 0.103442	500	4416	4994	4049	182	4416	214152	531424
20140508 0.103448	500	4416	4994	4050	36	4416	214152	531424
20140508 0.10345	0	4416	4994	4050	36	4416	214152	531424
20140508 0.103458	0	4416	4994	4051	123	4416	214152	531424
20140508 0.103503	500	4416	4994	4052	78	4416	214152	531424
20140508 0.103515	0	4416	4994	4410	1	4416	214152	531424
20140508 0.103523	0	4416	4994	4410	1	4416	214152	531424
20140508 0.103527	0	4416	4994	4052	73	4052	214164	531414
20140508 0.103527	500	4416	4994	4072	4	4052	214176	531404
20140508 0.103554	0	4416	4994	4072	4	4052	214176	531404
20140508 0.103601	0	4416	4994	4073	44	4052	214176	531404
20140508 0.103608	0	4416	4994	4073	88	4052	214176	531404
20140508 0.103623	0	4416	4994	4073	88	4052	214176	531404
20140508 0.103629	0	4416	4994	4073	88	4052	214176	531404
20140508 0.103633	0	4416	4994	4073	88	4052	214176	531404
20140508 0.103648	0	4416	4994	4073	88	4052	214176	531404
20140508 0.10365	0	4416	4994	4073	88	4052	214176	531404
20140508 0.10365	500	4416	4994	4073	88	4052	214176	531404
20140508 0.103652	0	4416	4994	4073	88	4052	214176	531404
20140508 0.103652	500	4416	4994	4073	88	4052	214176	531404
20140508 0.103654	0	4416	4994	4073	88	4052	214176	531404
20140508 0.103657	500	4416	4994	4073	88	4052	214176	531404
20140508 0.1037	500	4416	4994	4073	88	4052	214176	531404
20140508 0.103704	0	4416	4994	4073	88	4052	214176	531404
20140508 0.103708	500	4416	4994	4073	88	4052	214176	531404
20140508 0.103711	500	4416	4994	4073	88	4052	214176	531404
20140508 0.103715	500	4416	4929	4073	88	4052	214176	531404
20140508 0.103721	0	4416	4929	4073	88	4052	214176	531404
20140508 0.103722	500	4416	4864	4073	88	4052	214176	531404
20140508 0.103723	0	4416	4799	4073	88	4052	214176	531404
20140508 0.103724	0	4416	4734	4073	88	4052	214176	531404
20140508 0.103724	500	4416	4669	4073	88	4052	214176	531404
20140508 0.103725	0	4416	4604	4073	88	4052	214176	531404
